zone,total_trips,avg_fare,avg_fare_per_mile,avg_driver_pay,avg_take_rate_pct,avg_driver_share_pct,avg_tip_pct,avg_speed_mph
Rossville/Woodrow,5061,26.91912467891721,5.823116804419473,19.709640387275243,27.87215074842246,72.12784925157754,6.973387598330565,20.93277214950078
Saint Albans,75020,19.67051692881898,7.009165269144078,15.192546787523328,24.535919729033267,75.46408027096673,1.861976795336121,13.432953958548257
Saint George/New Brighton,36667,18.891508168107563,6.976133867754798,14.450259634003329,25.280191001934774,74.71980899806523,3.6597298510906358,14.195096064567196
Saint Michaels Cemetery/Woodside,3221,15.089167960260788,6.188868673392876,11.51317603228811,26.41902565344729,73.58097434655271,2.2741953428142376,15.018661554858273
Schuylerville/Edgewater Park,55859,20.76456524463381,6.029933690053245,16.052863101738307,23.6835097206366,76.31649027936339,2.996930563628344,17.78176111288236
Seaport,36822,34.577324154038344,9.054518341545808,23.206555048612245,31.705558161093705,68.2944418389063,5.281675365607704,14.403817927283404
Sheepshead Bay,63826,18.190911384075456,7.3239092993254244,13.87571287563062,25.54978713467116,74.45021286532884,4.030785546355833,13.124889117624603
SoHo,99752,32.10898347902799,12.358594543858352,20.37803562835833,36.08463753465736,63.91536246534264,4.444755849990386,10.602892097578575
Soundview/Bruckner,45370,17.229965836455808,6.450518915126302,13.591438395415475,22.00563468419903,77.99436531580098,1.5565735253204251,15.488627371794246
Soundview/Castle Hill,81065,18.570664158391413,6.143334611793346,14.622770739530006,21.97077773136685,78.02922226863315,1.6723230139290102,15.619491396592293
South Beach/Dongan Hills,15773,23.399232232295695,6.2968580085095915,17.610639066759653,25.721708007976698,74.27829199202331,4.714108168412354,16.205943801088853
South Jamaica,53037,18.26678752568961,7.391834011010578,14.085699794483096,24.701618031307362,75.29838196869264,1.552750387236446,12.478122101001006
South Ozone Park,112591,18.6474084962386,7.115559822959102,14.103823840271424,26.43650540743925,73.56349459256074,2.2598821187944536,13.98113834467269
South Williamsburg,36241,16.816159874175657,11.128640627364247,12.568434645843107,26.644324435801035,73.35567556419896,1.2656699882265339,8.701814810408171
Springfield Gardens North,38327,19.929314582409265,6.612520586985488,15.384316278341638,24.843653637095453,75.15634636290454,1.9248323212680616,14.88951937805447
Springfield Gardens South,31560,20.466158428390365,6.208557068633093,15.805752217997464,24.460364709488893,75.53963529051111,1.8791176127015652,16.215682133421083
Spuyten Duyvil/Kingsbridge,64604,20.35564113677172,6.937195814210025,15.587110550430314,24.47052625200975,75.52947374799025,4.625240970845379,15.496574255390511
Stapleton,25652,19.058189614844846,6.7812287767517345,14.45191408077343,25.554229031612604,74.4457709683874,3.4420302073489415,15.27406523190339
Starrett City,21676,20.06105093190626,6.838880232415372,15.546160730762134,23.622380025000123,76.37761997499987,1.7057769330998585,13.628458274022814
Steinway,93282,20.43448275122746,7.261662610151718,15.415417658283484,26.437667519617893,73.56233248038211,5.615431233023884,13.988040674807122
Stuy Town/Peter Cooper Village,34650,26.70776940836941,8.446059160504376,19.101708225108222,28.278810341094083,71.72118965890591,5.959236069327059,12.75871947948135
Stuyvesant Heights,134163,22.33297660308729,8.170868621452302,17.144658736015145,23.047263087952505,76.9527369120475,3.8699753184843244,10.402745426882733
Sunnyside,114635,21.25641706285166,7.101387724001159,16.28273511580233,23.808860843717788,76.19113915628222,4.8602404944799895,12.893187333635334
Sunset Park East,44634,20.019917999731145,7.804447789152457,15.70737352690774,23.09026664530106,76.90973335469894,3.8196736875198884,11.437533074525188
Sunset Park West,88986,22.24337760996112,7.331437077245317,17.029531386959746,24.35053825112427,75.64946174887572,5.168394630045067,12.820861187400244
Sutton Place/Turtle Bay North,98986,30.62361818843069,10.240622743070201,20.63802376093589,32.2056633303998,67.7943366696002,5.905669943790026,12.284872231855669
Times Sq/Theatre District,219412,42.88255628680291,12.188668145310961,26.89417055584927,36.61165310569093,63.38834689430907,7.167816323221065,12.984215456024367
TriBeCa/Civic Center,201479,33.87187230430963,11.016330960796623,21.786678214603008,35.14015163985805,64.85984836014195,4.831286042357118,12.465717002216058
Two Bridges/Seward Park,71328,26.786613251458053,8.166817645823581,19.189518001345895,28.173338606299783,71.82666139370022,4.524234411371525,13.42604119090538
UN/Turtle Bay South,90770,30.64062729976865,10.182400936638105,20.473669053652088,32.42919256019703,67.57080743980298,5.555055042968055,12.594411734289912
Union Sq,195266,32.56314862802536,11.659147535998251,21.03952270236498,35.059890123051616,64.94010987694838,5.03560303875344,10.925231786760254
University Heights/Morris Heights,66389,19.210107397309795,7.217801274416469,15.208346563436715,21.454444125524653,78.54555587447535,1.2256980243360405,13.37133172156456
Upper East Side North,135417,31.821881078446577,10.933610383290466,21.094712997629543,32.45374489169957,67.54625510830043,6.068852514042038,11.784642396313247
Upper East Side South,153713,33.22485781944273,12.731989828873946,21.22666235126502,35.29119793866712,64.70880206133288,5.767684434170877,10.859860807765015
Upper West Side North,89391,29.21397377812084,8.268474134210045,20.53012864829793,28.734608199455995,71.26539180054401,6.973074989012532,13.736251455731146
Upper West Side South,110955,30.878894506782032,9.268982242595548,21.018949393898424,30.795656959189973,69.20434304081003,7.297511980027865,12.929194732764596
Van Cortlandt Park,11020,18.65855989110708,6.006254430119096,14.841355716878402,21.41482054445226,78.58517945554773,2.47657138842082,17.296185856274175
Van Cortlandt Village,60396,19.547982813431354,7.261868917029184,15.442332935956024,22.48023485431432,77.51976514568568,2.1806897049445664,13.715641955768177
Van Nest/Morris Park,70464,20.959387914396004,6.900674826968399,16.14464946639419,22.9072558639925,77.0927441360075,2.8234800099617843,13.949494548800521
Washington Heights North,86914,22.6582791034816,6.949052131116929,17.58977414455669,22.774560521152832,77.22543947884718,4.012114030810546,15.243993227254613
Washington Heights South,122230,23.460587089912462,6.63125273993845,18.151764378630453,22.322464225729977,77.67753577427003,3.7092527023009083,15.998020556171076
West Brighton,14902,20.76324520198631,6.919728232733785,15.399391356864852,26.661533254319757,73.33846674568025,4.718474584838329,14.94334302131679
West Chelsea/Hudson Yards,191969,34.37316066656596,11.7692255328577,21.812419140590407,35.77339190235701,64.22660809764298,5.322554717592132,11.336478768628295
West Concourse,83450,18.355018573996407,7.557551421837421,14.313430557219892,22.565805118502176,77.43419488149783,1.6485854205392922,12.943378511131936
West Farms/Bronx River,40291,18.211640813084806,6.52416247151563,14.376110297585068,21.651992614922154,78.34800738507784,1.3700345350178196,15.452984634598243
West Village,164976,29.652037932790225,11.463262467975818,19.452074847250508,34.31626429867713,65.68373570132287,4.568862479119224,10.859937055102518
Westchester Village/Unionport,43959,19.006753110853296,6.6548965167030145,14.833829022498238,22.945571806749093,77.0544281932509,2.0148281491369815,14.93831026773069
Westerleigh,15478,20.23832342679933,6.418210799598418,14.967022225093682,26.783930027966566,73.21606997203342,5.138112825684835,16.421550759251144
Whitestone,24726,23.387137021758473,5.953886242478908,17.57566771819138,25.494567895874866,74.50543210412513,4.735851878380595,17.862205549989934
Willets Point,472,27.16904661016949,5.561876822759663,20.14885593220339,25.865927865087322,74.13407213491267,4.730686600570234,18.44134957808902
Williamsbridge/Olinville,80634,18.356244016171836,7.123353435123412,14.567507751072748,22.25786536347578,77.74213463652423,1.437610850654827,13.983468002871488
Williamsburg (North Side),187356,26.0349283716561,8.670494689883292,18.546023452678323,27.945307589045424,72.05469241095457,4.519204608805517,11.676968592002263
Williamsburg (South Side),157543,24.916581377782574,8.511379023173236,18.086989139473033,26.366821425918406,73.6331785740816,3.984407176250285,11.51206933551576
Windsor Terrace,29617,24.645887497045617,6.992708076522952,18.380721882702503,25.265702675548745,74.73429732445125,8.870897621485565,13.685611587054085
Woodhaven,56113,20.482698483417387,7.0351562902804075,15.979651417675049,23.774979432760116,76.22502056723988,2.292792057059263,13.183901882200868
Woodlawn/Wakefield,58591,19.122501408066086,7.015446157657772,15.0321844651909,22.609060549215286,77.39093945078471,2.219942315510685,15.111048390939974
Woodside,82703,18.06710361171904,7.256820310361349,13.88551830042441,24.469842318362623,75.53015768163738,4.305746816794746,13.05596370170914
World Trade Center,62839,41.53746367701587,9.334699298926942,26.74200210060631,34.46402847524979,65.53597152475021,5.761152233451792,14.632125682529683
Yorkville East,63089,28.795572445275724,8.599328939898447,20.236069996354356,28.641038225242013,71.35896177475799,6.489579448424434,14.094051674842284
Yorkville West,96335,29.002671510873512,8.504898853097213,20.530377536720817,28.352436757411322,71.64756324258867,5.783445747589872,14.019834068537383
